"_id","crop_name","market_name","region","state","date","arrival_quantity","price_min","price_max","price_modal","__v","createdAt","updatedAt"
"69b8691cb5e619f02c12bdde","Groundnut","Hyderabad Market","Hyderabad","Telangana","2026-03-15T20:33:32.366Z",602,1676.5417607794539,3142.1683477032984,2682.4016253005075,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12bddf","Rice (Paddy)","Hyderabad Market","Hyderabad","Telangana","2026-03-15T20:33:32.366Z",861,2004.1616407876763,3078.156035369999,2740.7840943187334,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12bde0","Groundnut","Rangareddy Market","Rangareddy","Telangana","2026-03-15T20:33:32.366Z",736,1987.8374135344698,3280.2737475510194,2172.6632982023584,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12bde1","Cotton","Rangareddy Market","Rangareddy","Telangana","2026-03-15T20:33:32.366Z",664,2484.0530253273237,3295.9860713894886,2829.3379975802827,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12bde2","Rice (Paddy)","Rangareddy Market","Rangareddy","Telangana","2026-03-15T20:33:32.366Z",521,2321.6227256386373,3038.2707973984307,3073.3421608201206,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12bde3","Rice (Paddy)","Sangareddy Market","Sangareddy","Telangana","2026-03-15T20:33:32.366Z",954,1579.073749625918,3645.1340223684974,2997.370858104359,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12bde4","Groundnut","Nizamabad Market","Nizamabad","Telangana","2026-03-15T20:33:32.366Z",495,1777.5242387512799,3982.9574644298095,2861.5797494779,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12bde5","Millet","Nizamabad Market","Nizamabad","Telangana","2026-03-15T20:33:32.366Z",1005,1691.5235387911207,3921.20912550806,3014.026725566829,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12bde6","Groundnut","Medchal Market","Medchal","Telangana","2026-03-14T20:33:32.366Z",883,1762.8036392888039,3001.9829921904993,2902.612301848771,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12bde7","Cotton","Hyderabad Market","Hyderabad","Telangana","2026-03-14T20:33:32.366Z",354,2265.2082063491107,3605.3356045132537,2984.872092277635,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12bde8","Maize","Hyderabad Market","Hyderabad","Telangana","2026-03-14T20:33:32.366Z",761,1933.3825015475136,3234.8865250710523,2138.896454176423,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12bde9","Millet","Hyderabad Market","Hyderabad","Telangana","2026-03-14T20:33:32.366Z",193,1932.1562397793505,3820.215422996818,3132.0126343625743,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12bdea","Groundnut","Rangareddy Market","Rangareddy","Telangana","2026-03-14T20:33:32.366Z",924,2435.1134847492663,3234.2211043918846,2604.282683495353,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12bdeb","Cotton","Rangareddy Market","Rangareddy","Telangana","2026-03-14T20:33:32.366Z",813,1826.2473221662956,3078.510635142699,3170.5465021160844,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12bdec","Rice (Paddy)","Rangareddy Market","Rangareddy","Telangana","2026-03-14T20:33:32.366Z",450,1948.600938099451,3991.819243216436,2522.9012673171324,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12bded","Cotton","Sangareddy Market","Sangareddy","Telangana","2026-03-14T20:33:32.366Z",185,1783.9009904391132,3310.1115311151634,2085.6161182666424,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12bdee","Rice (Paddy)","Sangareddy Market","Sangareddy","Telangana","2026-03-14T20:33:32.366Z",401,2000.962005521205,3041.3841940026746,2400.844301194338,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12bdef","Groundnut","Nizamabad Market","Nizamabad","Telangana","2026-03-14T20:33:32.366Z",271,1974.00787209464,3432.1258347938788,3238.840240519236,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12bdf0","Cotton","Nizamabad Market","Nizamabad","Telangana","2026-03-14T20:33:32.366Z",112,2463.759135269778,3956.570864407586,2368.0420344714817,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12bdf1","Millet","Nizamabad Market","Nizamabad","Telangana","2026-03-14T20:33:32.366Z",615,2109.234714667212,3917.724992391585,2688.652211911487,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12bdf2","Cotton","Medchal Market","Medchal","Telangana","2026-03-13T20:33:32.366Z",770,1665.269215148752,3972.8736247980105,3040.8128594587215,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12bdf3","Millet","Medchal Market","Medchal","Telangana","2026-03-13T20:33:32.366Z",698,2088.3512585386993,3894.621719950895,2154.6980882919033,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12bdf4","Rice (Paddy)","Hyderabad Market","Hyderabad","Telangana","2026-03-13T20:33:32.366Z",532,1523.887882462949,3544.901119439587,3471.760176798791,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12bdf5","Maize","Hyderabad Market","Hyderabad","Telangana","2026-03-13T20:33:32.366Z",194,1938.6831639061172,3563.6452400229414,3248.7718237790186,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12bdf6","Millet","Hyderabad Market","Hyderabad","Telangana","2026-03-13T20:33:32.366Z",935,1853.2477023538881,3492.323749512047,3066.695494401336,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12bdf7","Groundnut","Rangareddy Market","Rangareddy","Telangana","2026-03-13T20:33:32.366Z",574,2204.3579509069064,3375.4338832503545,2440.1028673037267,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12bdf8","Maize","Rangareddy Market","Rangareddy","Telangana","2026-03-13T20:33:32.366Z",936,2263.843934141355,3611.5954561875415,2317.310943202984,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12bdf9","Groundnut","Sangareddy Market","Sangareddy","Telangana","2026-03-13T20:33:32.366Z",924,1745.9628455282843,3147.3841408362273,2263.6593969297705,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12bdfa","Cotton","Sangareddy Market","Sangareddy","Telangana","2026-03-13T20:33:32.366Z",230,1630.538821698683,3194.831990583273,2051.895397005425,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12bdfb","Rice (Paddy)","Sangareddy Market","Sangareddy","Telangana","2026-03-13T20:33:32.366Z",1028,1855.79283272827,3999.920402309353,3024.2979002065977,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12bdfc","Maize","Sangareddy Market","Sangareddy","Telangana","2026-03-13T20:33:32.366Z",873,1805.806595349376,3639.845628486983,3064.5232220353114,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12bdfd","Millet","Sangareddy Market","Sangareddy","Telangana","2026-03-13T20:33:32.366Z",266,2467.42352744773,3747.196243377053,2648.2597260717107,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12bdfe","Groundnut","Nizamabad Market","Nizamabad","Telangana","2026-03-13T20:33:32.366Z",955,1656.9104150523508,3430.777265444042,3133.471940959228,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12bdff","Rice (Paddy)","Medchal Market","Medchal","Telangana","2026-03-12T20:33:32.366Z",934,1842.2369819940013,3266.377660468006,2403.5931243328414,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12be00","Millet","Medchal Market","Medchal","Telangana","2026-03-12T20:33:32.366Z",136,2043.7650152451376,3203.8963690031633,3411.1107549323738,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12be01","Cotton","Hyderabad Market","Hyderabad","Telangana","2026-03-12T20:33:32.366Z",947,2135.766795443722,3683.5289992538687,2956.561509155777,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12be02","Groundnut","Rangareddy Market","Rangareddy","Telangana","2026-03-12T20:33:32.366Z",822,2447.030922701877,3412.1425314670773,3115.3322721385557,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12be03","Cotton","Rangareddy Market","Rangareddy","Telangana","2026-03-12T20:33:32.366Z",1013,1526.0255073132378,3528.2916316144515,2167.308440270281,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12be04","Rice (Paddy)","Rangareddy Market","Rangareddy","Telangana","2026-03-12T20:33:32.366Z",290,1670.7713954264825,3293.8794271201973,2906.9673379004635,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12be05","Maize","Rangareddy Market","Rangareddy","Telangana","2026-03-12T20:33:32.366Z",685,1887.0932763002563,3677.225394052088,2979.858591329214,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12be06","Millet","Sangareddy Market","Sangareddy","Telangana","2026-03-12T20:33:32.366Z",956,1835.8988700122618,3683.7196507734307,2587.864688572542,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12be07","Groundnut","Nizamabad Market","Nizamabad","Telangana","2026-03-12T20:33:32.366Z",711,1596.569359654387,3517.3757077589753,2081.34846097558,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12be08","Cotton","Medchal Market","Medchal","Telangana","2026-03-11T20:33:32.366Z",843,1629.6895275729196,3232.784944034799,2111.4713616920667,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12be09","Rice (Paddy)","Medchal Market","Medchal","Telangana","2026-03-11T20:33:32.366Z",480,2178.0994628849826,3916.2364184828916,3385.48964315102,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12be0a","Rice (Paddy)","Hyderabad Market","Hyderabad","Telangana","2026-03-11T20:33:32.366Z",1099,2223.070305942764,3525.5571307456685,3399.750796235475,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12be0b","Cotton","Rangareddy Market","Rangareddy","Telangana","2026-03-11T20:33:32.366Z",909,2484.271301743765,3725.2412498951053,2794.514436589356,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12be0c","Rice (Paddy)","Rangareddy Market","Rangareddy","Telangana","2026-03-11T20:33:32.366Z",244,2476.719242173055,3933.173678830697,3314.957074253738,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12be0d","Groundnut","Sangareddy Market","Sangareddy","Telangana","2026-03-11T20:33:32.366Z",570,2409.996385430459,3096.3123478651346,3217.4656239238575,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12be0e","Rice (Paddy)","Sangareddy Market","Sangareddy","Telangana","2026-03-11T20:33:32.366Z",798,2426.5976067251113,3002.7690377105473,2654.0379837092582,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12be0f","Maize","Sangareddy Market","Sangareddy","Telangana","2026-03-11T20:33:32.366Z",746,2065.8878174160864,3557.0542492063914,3132.0150267331987,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12be10","Millet","Sangareddy Market","Sangareddy","Telangana","2026-03-11T20:33:32.366Z",882,2299.0604939043656,3068.0585009258175,3009.3258816951056,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12be11","Groundnut","Nizamabad Market","Nizamabad","Telangana","2026-03-11T20:33:32.366Z",520,1788.1466151305658,3173.8063162910157,2199.748625745502,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12be12","Rice (Paddy)","Nizamabad Market","Nizamabad","Telangana","2026-03-11T20:33:32.366Z",356,2048.9275051876307,3771.929365978733,3213.545175153894,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12be13","Maize","Nizamabad Market","Nizamabad","Telangana","2026-03-11T20:33:32.366Z",247,2288.5021955197626,3206.8192776206074,2833.2551329704615,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12be14","Millet","Nizamabad Market","Nizamabad","Telangana","2026-03-11T20:33:32.366Z",441,1791.296381558281,3649.950591676543,3379.255002074396,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12be15","Groundnut","Medchal Market","Medchal","Telangana","2026-03-10T20:33:32.366Z",801,2399.041944808584,3303.8303965742584,2249.6760199918335,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12be16","Rice (Paddy)","Medchal Market","Medchal","Telangana","2026-03-10T20:33:32.366Z",458,1991.797949624733,3547.5186903290687,2275.969958980684,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12be17","Maize","Medchal Market","Medchal","Telangana","2026-03-10T20:33:32.366Z",682,2316.453961690747,3118.1114139333304,3344.1899714578617,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12be18","Millet","Hyderabad Market","Hyderabad","Telangana","2026-03-10T20:33:32.366Z",235,2293.2317926753035,3014.9357216468306,2655.0486658453483,0,"2026-03-16T20:33:33.038Z","2026-03-16T20:33:33.038Z"
"69b8691cb5e619f02c12be19","Groundnut","Rangareddy Market","Rangareddy","Telangana","2026-03-10T20:33:32.366Z",1017,1722.35617496192,3247.553339830216,3299.6620273831654,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
"69b8691cb5e619f02c12be1a","Cotton","Rangareddy Market","Rangareddy","Telangana","2026-03-10T20:33:32.366Z",147,1929.5181506059305,3609.0255947904698,3420.658293463995,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
"69b8691cb5e619f02c12be1b","Rice (Paddy)","Rangareddy Market","Rangareddy","Telangana","2026-03-10T20:33:32.366Z",121,1589.4974681532874,3967.6686399011605,2231.771250395836,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
"69b8691cb5e619f02c12be1c","Maize","Rangareddy Market","Rangareddy","Telangana","2026-03-10T20:33:32.366Z",761,2094.454334699636,3109.180351061566,2612.649426321731,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
"69b8691cb5e619f02c12be1d","Groundnut","Sangareddy Market","Sangareddy","Telangana","2026-03-10T20:33:32.366Z",708,1549.2333954654264,3948.1901405032086,2609.7903108718956,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
"69b8691cb5e619f02c12be1e","Rice (Paddy)","Sangareddy Market","Sangareddy","Telangana","2026-03-10T20:33:32.366Z",947,1824.311197797405,3627.3882591286238,2612.4846826638136,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
"69b8691cb5e619f02c12be1f","Millet","Sangareddy Market","Sangareddy","Telangana","2026-03-10T20:33:32.366Z",151,2177.969410269,3739.0681644850756,2423.0019472681947,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
"69b8691cb5e619f02c12be20","Groundnut","Nizamabad Market","Nizamabad","Telangana","2026-03-10T20:33:32.366Z",523,1522.086433699161,3988.665172931999,2877.841310646587,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
"69b8691cb5e619f02c12be21","Cotton","Nizamabad Market","Nizamabad","Telangana","2026-03-10T20:33:32.366Z",709,1757.7069935814834,3274.057699282554,3269.0914640736596,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
"69b8691cb5e619f02c12be22","Rice (Paddy)","Nizamabad Market","Nizamabad","Telangana","2026-03-10T20:33:32.366Z",166,1638.8043228793779,3503.8965584703815,3051.36210850764,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
"69b8691cb5e619f02c12be23","Groundnut","Hyderabad Market","Hyderabad","Telangana","2026-03-09T20:33:32.366Z",823,1780.1215192988639,3860.8812256320834,2886.35600491093,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
"69b8691cb5e619f02c12be24","Maize","Hyderabad Market","Hyderabad","Telangana","2026-03-09T20:33:32.366Z",144,1561.1303213502279,3349.3075807339483,2443.034967410271,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
"69b8691cb5e619f02c12be25","Millet","Hyderabad Market","Hyderabad","Telangana","2026-03-09T20:33:32.366Z",743,2404.52055701829,3257.7157033070334,2077.427804881744,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
"69b8691cb5e619f02c12be26","Millet","Rangareddy Market","Rangareddy","Telangana","2026-03-09T20:33:32.366Z",990,2492.9230475288755,3428.256683259554,2560.981475878757,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
"69b8691cb5e619f02c12be27","Cotton","Sangareddy Market","Sangareddy","Telangana","2026-03-09T20:33:32.366Z",1066,1985.0829648821564,3636.432190225095,2961.858656433054,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
"69b8691cb5e619f02c12be28","Maize","Sangareddy Market","Sangareddy","Telangana","2026-03-09T20:33:32.366Z",667,1755.649037809732,3806.8387650834247,2268.683069950813,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
"69b8691cb5e619f02c12be29","Groundnut","Nizamabad Market","Nizamabad","Telangana","2026-03-09T20:33:32.366Z",230,1959.4672000685853,3674.5289528738344,3263.6610967531587,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
"69b8691cb5e619f02c12be2a","Rice (Paddy)","Nizamabad Market","Nizamabad","Telangana","2026-03-09T20:33:32.366Z",915,2484.8486291352956,3746.208498115588,2601.669576288162,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
"69b8691cb5e619f02c12be2b","Maize","Nizamabad Market","Nizamabad","Telangana","2026-03-09T20:33:32.366Z",484,2345.805499787292,3150.4790319330955,2336.6601072263593,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
"69b8691cb5e619f02c12be2c","Millet","Nizamabad Market","Nizamabad","Telangana","2026-03-09T20:33:32.366Z",1008,1676.3511344933231,3116.8860012449163,2481.320867493942,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
"69b8691cb5e619f02c12be2d","Rice (Paddy)","Medchal Market","Medchal","Telangana","2026-03-08T20:33:32.366Z",204,1511.4487571040859,3344.134956674764,2596.068068852508,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
"69b8691cb5e619f02c12be2e","Maize","Medchal Market","Medchal","Telangana","2026-03-08T20:33:32.366Z",667,2224.7521996042788,3663.492143819687,2885.558759404619,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
"69b8691cb5e619f02c12be2f","Millet","Medchal Market","Medchal","Telangana","2026-03-08T20:33:32.366Z",708,2112.9000365788875,3559.439841714583,2681.540084655051,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
"69b8691cb5e619f02c12be30","Rice (Paddy)","Hyderabad Market","Hyderabad","Telangana","2026-03-08T20:33:32.366Z",796,2138.3639789630915,3764.0756157052656,2528.558474104618,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
"69b8691cb5e619f02c12be31","Maize","Hyderabad Market","Hyderabad","Telangana","2026-03-08T20:33:32.366Z",540,1777.7706566674083,3951.9041497737708,2012.4012315615344,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
"69b8691cb5e619f02c12be32","Millet","Hyderabad Market","Hyderabad","Telangana","2026-03-08T20:33:32.366Z",840,2342.6683325930194,3998.6111621425366,2289.9271427202684,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
"69b8691cb5e619f02c12be33","Groundnut","Rangareddy Market","Rangareddy","Telangana","2026-03-08T20:33:32.366Z",603,1516.2521196837952,3500.1041911798966,2860.2067987973487,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
"69b8691cb5e619f02c12be34","Cotton","Rangareddy Market","Rangareddy","Telangana","2026-03-08T20:33:32.366Z",283,2400.147656208929,3304.9904734687743,2910.667574288321,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
"69b8691cb5e619f02c12be35","Rice (Paddy)","Rangareddy Market","Rangareddy","Telangana","2026-03-08T20:33:32.366Z",262,2166.61762196717,3370.175464937066,2149.689959764603,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
"69b8691cb5e619f02c12be36","Groundnut","Sangareddy Market","Sangareddy","Telangana","2026-03-08T20:33:32.366Z",990,2446.414859166149,3084.2627304872144,2310.2857753516955,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
"69b8691cb5e619f02c12be37","Cotton","Sangareddy Market","Sangareddy","Telangana","2026-03-08T20:33:32.366Z",1051,2397.6172306333956,3669.611661633082,2896.649034449675,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
"69b8691cb5e619f02c12be38","Rice (Paddy)","Sangareddy Market","Sangareddy","Telangana","2026-03-08T20:33:32.366Z",572,2127.0777667398434,3484.0628670284927,2673.5387436799692,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
"69b8691cb5e619f02c12be39","Groundnut","Nizamabad Market","Nizamabad","Telangana","2026-03-08T20:33:32.366Z",786,1774.2797811036896,3763.8330657000765,2848.555818262231,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
"69b8691cb5e619f02c12be3a","Rice (Paddy)","Nizamabad Market","Nizamabad","Telangana","2026-03-08T20:33:32.366Z",658,2100.324512119033,3527.4828152586547,2913.276169550258,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
"69b8691cb5e619f02c12be3b","Maize","Nizamabad Market","Nizamabad","Telangana","2026-03-08T20:33:32.366Z",539,1860.2175022298072,3112.5093924728008,2854.5707136875017,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
"69b8691cb5e619f02c12be3c","Groundnut","Medchal Market","Medchal","Telangana","2026-03-07T20:33:32.366Z",439,1538.0760462403616,3609.5727399560737,2906.597565189025,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
"69b8691cb5e619f02c12be3d","Cotton","Medchal Market","Medchal","Telangana","2026-03-07T20:33:32.366Z",327,1611.2689319692522,3141.9888744255654,2445.5951071537647,0,"2026-03-16T20:33:33.039Z","2026-03-16T20:33:33.039Z"
